Article_ID,Study_ID,Study_ID_Unique,Comparison_ID,Test_ID,Outcome_ID,Last_Name,Year,Title,Journal,DOI,Country_Of_Study,Citation,Species,Strain,Sex,Sex_Distribution,Age_At_Start_Days,Control_N,Intervention_N,Test_Name,Test_Name_Standardized,Cognitive_Domain,Variable_Name,Variable_Value,Variable_Unit,Direction,Variable_Range_Min,Variable_Range_Max,Control_Group_Mean,Control_Group_Variance_Value,Intervention_Group_Mean,Intervention_Group_Variance_Value,Variance_Source,Intervention_Duration_Days,Intervention_to_Test_Interval_Days,RLS_Differential,RLS_Score_Control,RLS_Score_Intervention,any_sensitivity_flag,Overall_Risk_Of_Bias,Multi_Arm_Study,Number_of_Arms,Shared_Control_Group,Shared_Experimental_Group,Morris_Method_Required,Data_Source,Data_Extraction_Method,Selected_For_Domain_Analysis,Control_Group_ID_Standardized,Intervention_Group_ID_Standardized,Control_Group_RLS_Categories,Intervention_Group_RLS_Categories,Canada_Post_2009,EU_UK_Post_2010,Control_Burrowing_Substrates,Control_Gnawing_Materials,Control_Environmental_Complexity,Control_Foraging_Opportunities,Control_Fresh_Plant_Matter,Control_Nesting_Material,Control_Shelters,Control_Additional_Space,Control_Sweet_High_Fat_Food,Control_Exercise_Wheels,Control_Wheel_Condition,Control_Social_Partners,Quantity_Control_Social_Partners,Intervention_Burrowing_Substrates,Intervention_Gnawing_Materials,Intervention_Environmental_Complexity,Intervention_Foraging_Opportunities,Intervention_Fresh_Plant_Matter,Intervention_Nesting_Material,Intervention_Shelters,Intervention_Additional_Space,Intervention_Sweet_High_Fat_Food,Intervention_Exercise_Wheels,Intervention_Social_Partners,Quantity_Intervention_Social_Partners,SYRCLE_01_Sequence_Generation,SYRCLE_02_Baseline_Characteristics,SYRCLE_03_Allocation_Concealment,SYRCLE_04_Random_Housing,SYRCLE_05_Blinding_Investigators,SYRCLE_06_Random_Outcome_Assessment,SYRCLE_07_Blinding_Outcome_Assessment,SYRCLE_08_Incomplete_Outcome_Data,SYRCLE_09_Selective_Outcome_Reporting,SYRCLE_10_Other_Sources_Bias,Total_Comparisons,Pre_Registration_Status,Open_Data,Variable_Transformation,Quantity_Control_Additional_Space_cm2,Quantity_Intervention_Additional_Space_cm2,Hedges_g_corrected,sampling_variance_corrected,Enriched_N,Enriched_Group_Mean,Enriched_Group_SD,Control_Group_SD,exclude_main_analysis,sensitivity_study,sensitivity_reason,sensitivity_age_violation,sensitivity_intervention_characteristics,sensitivity_statistical_issues,sensitivity_data_extraction,Arm_Number,Study_Arm_ID,Control_Group_ID_Standardized_FIXED,Intervention_Group_ID_Standardized_FIXED,VIF_multiarm,vi_adjusted_multiarm
Leger2012a,1,Leger2012a_1,Leger2012a_1_1_1,1,1,Leger,2012,Environmental Enrichment Enhances Episodic-Like Memory in Association with a Modified Neuronal Activation Profile in Adult Mice,PLoS ONE,10.1371/journal.pone.0048043,France,"Leger, M., Quiedeville, A., Paizanis, E., Natkunarajah, S., Freret, T., Boulouard, M., & Schumann-Bard, P. (2012). Environmental Enrichment Enhances Episodic-Like Memory in Association with a Modified Neuronal Activation Profile in Adult Mice. PLoS ONE, 7(10), e48043. https://doi.org/10.1371/journal.pone.0048043",Mouse,NMRI,Male,100,70.0,10,10,Object recognition in Y-maze (2 hour inter-session interval),Novel Object Recognition,Learning & Memory (Recognition),Novel object exploration time,Time spent exploring novel object,seconds,higher better,0,20,286.97,35.99,298.35,59.96,Reported,21,0,4,3,7,1,High Risk,False,2,False,False,False,Figure 3A,Reported in text,,Control-1,Intervention-1,Environmental Complexity; Nesting Material; Social Partners,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,True,False,False,True,False,False,False,False,NR,True,6,False,True,True,False,False,True,True,True,False,True,True,12,High Risk,Low Risk,High Risk,High Risk,High Risk,High Risk,Low Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,1260.0,4800.0,0.22041036046043,0.201214518174957,,,,,False,,,0,0,0,0,1,Leger2012a_1_A,Leger2012a_Control-1,Leger2012a_Intervention-1,1.0,0.201214518174957
Leger2012a,1,Leger2012a_1,Leger2012a_1_2_1,2,1,Leger,2012,Environmental Enrichment Enhances Episodic-Like Memory in Association with a Modified Neuronal Activation Profile in Adult Mice,PLoS ONE,10.1371/journal.pone.0048043,France,"Leger, M., Quiedeville, A., Paizanis, E., Natkunarajah, S., Freret, T., Boulouard, M., & Schumann-Bard, P. (2012). Environmental Enrichment Enhances Episodic-Like Memory in Association with a Modified Neuronal Activation Profile in Adult Mice. PLoS ONE, 7(10), e48043. https://doi.org/10.1371/journal.pone.0048043",Mouse,NMRI,Male,100,70.0,10,10,Object recognition in Y-maze (24 hour inter-session interval),Novel Object Recognition,Learning & Memory (Recognition),Novel object exploration time,Time spent exploring novel object,seconds,higher better,0,20,10.9,1.55,13.19,2.78,Reported,21,0,4,3,7,1,High Risk,False,2,False,False,False,Figure 4A,Reported in text,,Control-2,Intervention-2,Environmental Complexity; Nesting Material; Social Partners,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,True,False,False,True,False,False,False,False,NR,True,6,False,True,True,False,False,True,True,True,False,True,True,12,High Risk,Low Risk,High Risk,High Risk,High Risk,High Risk,Low Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,1260.0,4800.0,0.974489199043883,0.22374072997633,,,,,False,,,0,0,0,0,2,Leger2012a_1_B,Leger2012a_Control-2,Leger2012a_Intervention-2,1.0,0.22374072997633
Leger2012b,1,Leger2012b_1,Leger2012b_1_1_1,1,1,Leger,2012,Environmental enrichment improves recent but not remote memory in association with a modified brain metabolic activation profile in adult mice,Behavioural Brain Research,10.1016/j.bbr.2011.11.022,France,"Leger, M., Bouet, V., Freret, T., Darmaillacq, A. S., Dacher, M., Dauphin, F., Boulouard, M., & Schumann-Bard, P. (2012). Environmental enrichment improves recent but not remote memory in association with a modified brain metabolic activation profile in adult mice. Behavioural Brain Research, 228(1), 22-29. https://doi.org/10.1016/j.bbr.2011.11.022",Mouse,NMRI,Male,100,70.0,11,11,Passive Avoidance,Inhibitory Avoidance,Fear/Associative Learning,Retention,Latency,Seconds,higher better,0,300,123.59,72.6,209.84,111.01,Reported,21,0,5,2,7,1,Some Concerns,False,2,False,False,False,Figure 4b,Reported in figure,,Control-1,Intervention-1,Environmental Complexity; Nesting Material,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,True,False,False,True,False,False,False,False,Absent,False,6,False,True,True,False,False,True,True,True,False,True,True,18,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,1218.0,4800.0,0.884664406697043,0.199605252556287,,,,,False,,,0,0,1,0,1,Leger2012b_1_A,Leger2012b_Control-1,Leger2012b_Intervention-1,1.0,0.199605252556287
Leger2012b,1,Leger2012b_1,Leger2012b_1_2_1,2,1,Leger,2012,Environmental enrichment improves recent but not remote memory in association with a modified brain metabolic activation profile in adult mice,Behavioural Brain Research,10.1016/j.bbr.2011.11.022,France,"Leger, M., Bouet, V., Freret, T., Darmaillacq, A. S., Dacher, M., Dauphin, F., Boulouard, M., & Schumann-Bard, P. (2012). Environmental enrichment improves recent but not remote memory in association with a modified brain metabolic activation profile in adult mice. Behavioural Brain Research, 228(1), 22-29. https://doi.org/10.1016/j.bbr.2011.11.022",Mouse,NMRI,Male,100,70.0,9,9,Passive Avoidance,Inhibitory Avoidance,Fear/Associative Learning,Retention,Latency,Seconds,higher better,0,300,64.37,34.77,41.2,30.9,Reported,21,0,5,2,7,1,Some Concerns,False,2,False,False,False,Figure 4d,Reported in figure,,Control-2,Intervention-2,Environmental Complexity; Nesting Material,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,True,False,False,True,False,False,False,False,Absent,False,6,False,True,True,False,False,True,True,True,False,True,True,18,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,1218.0,4800.0,-0.67088317054767,0.234724561903447,,,,,False,,,0,0,1,0,2,Leger2012b_1_B,Leger2012b_Control-2,Leger2012b_Intervention-2,1.0,0.234724561903447
Leger2015,1,Leger2015_1,Leger2015_1_1_1,1,1,Leger,2015,Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice,Cerebral Cortex,10.1093/cercor/bhu119,France,"Leger, M., Paizanis, E., Dzahini, K., Quiedeville, A., Bouet, V., Cassel, J. C., Freret, T., Schumann-Bard, P., & Boulouard, M. (2015). Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice. Cerebral Cortex, 25(11), 4329-4342.",Mouse,NMRI,Male,100,70.0,12,12,Passive Avoidance (24 hour inter-session interval),Inhibitory Avoidance,Fear/Associative Learning,Ratio of test/acquisition latencies,Ratio of latencies,Ratio,higher better,0,,4.35,6.57,2.0,3.53,Reported,21,0,5,2,7,1,Some Concerns,False,2,False,False,False,Figure 4A,Extracted from figure,,Control-1,Intervention-1,Environmental Complexity; Nesting Material,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,True,False,False,True,False,False,False,False,Absent,False,6,False,True,True,False,False,True,True,True,False,True,True,18,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1218.0,4800.0,-0.430234029981111,0.170522944178204,,,,,False,,,0,0,1,0,1,Leger2015_1_A,Leger2015_Control-1,Leger2015_Intervention-1,1.0,0.170522944178204
Leger2015,1,Leger2015_1,Leger2015_1_5_1,5,1,Leger,2015,Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice,Cerebral Cortex,10.1093/cercor/bhu119,France,"Leger, M., Paizanis, E., Dzahini, K., Quiedeville, A., Bouet, V., Cassel, J. C., Freret, T., Schumann-Bard, P., & Boulouard, M. (2015). Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice. Cerebral Cortex, 25(11), 4329-4342.",Mouse,NMRI,Male,100,70.0,10,12,Object Recognition in Y-Maze (24 hour inter-session-interval),Novel Object Recognition,Learning & Memory (Recognition),Novel object exploration time,Exploration time,Seconds,higher better,0,20,10.48,2.15,12.71,2.11,Reported,1,0,5,2,7,1,Some Concerns,False,2,False,False,False,Figure 4B,Extracted from figure,,Control-1,Intervention-1,Environmental Complexity; Nesting Material,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,True,False,False,True,False,False,False,False,Absent,False,6,False,True,True,False,False,True,True,True,False,True,True,18,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1218.0,4800.0,1.008093355069,0.206429974527294,,,,,False,,,0,0,1,0,1,Leger2015_1_A,Leger2015_Control-1,Leger2015_Intervention-1,1.0,0.206429974527294
Leger2015,1,Leger2015_1,Leger2015_1_6_1,6,1,Leger,2015,Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice,Cerebral Cortex,10.1093/cercor/bhu119,France,"Leger, M., Paizanis, E., Dzahini, K., Quiedeville, A., Bouet, V., Cassel, J. C., Freret, T., Schumann-Bard, P., & Boulouard, M. (2015). Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice. Cerebral Cortex, 25(11), 4329-4342.",Mouse,NMRI,Male,100,70.0,11,7,Object Recognition in Y-Maze (1 week inter-session-interval),Novel Object Recognition,Learning & Memory (Recognition),Novel object exploration time,Exploration time,Seconds,higher better,0,20,10.41,2.45,13.86,1.61,Reported,7,0,5,2,7,1,Some Concerns,False,2,False,False,False,Figure 4B,Extracted from figure,,Control-1,Intervention-1,Environmental Complexity; Nesting Material,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,True,False,False,True,False,False,False,False,Absent,False,6,False,True,True,False,False,True,True,True,False,True,True,18,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1218.0,4800.0,1.51179616400195,0.29725311269654,,,,,False,,,0,0,1,0,1,Leger2015_1_A,Leger2015_Control-1,Leger2015_Intervention-1,1.0,0.29725311269654
Liu2009,1,Liu2009_1,Liu2009_1_1_1,1,1,Liu,2009,Differential effects of treadmill running and wheel running on spatial or aversive learning and memory: roles of amygdalar brain-derived neurotrophic factor and synaptotagmin I,Journal of Physiology,10.1113/jphysiol.2009.173088,Taiwan,"Liu, Y. F., Chen, H. I., Wu, C. L., Kuo, Y. M., Yu, L., Huang, A. M., Wu, F. S., Chuang, J. I., & Jen, C. J. (2009). Differential effects of treadmill running and wheel running on spatial or aversive learning and memory: roles of amygdalar brain-derived neurotrophic factor and synaptotagmin I. Journal of Physiology, 587(13), 3221-3231. https://doi.org/10.1113/jphysiol.2009.173088",Mouse,BALB/c,Male,100,90.0,10,10,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Escape latency (averaged across sessions),Escape latency,seconds,lower better,0,120,74.68,13.59,66.02,11.1,Reported,28,0,1,0,1,1,Some Concerns,False,2,False,False,False,Figure 1B,Reported in text/figure,,Control-1,Intervention-1,,Exercise Wheels,False,False,False,False,False,False,False,False,False,False,False,False,Locked,False,2,False,False,False,False,False,False,False,False,False,True,False,2,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,4,False,False,none,450.0,450.0,0.668466964476097,0.211171202064897,,,,,False,,,0,0,1,0,1,Liu2009_1_A,Liu2009_Control-1,Liu2009_Intervention-1,1.0,0.211171202064897
Liu2009,1,Liu2009_1,Liu2009_1_1_2,1,2,Liu,2009,Differential effects of treadmill running and wheel running on spatial or aversive learning and memory: roles of amygdalar brain-derived neurotrophic factor and synaptotagmin I,Journal of Physiology,10.1113/jphysiol.2009.173088,Taiwan,"Liu, Y. F., Chen, H. I., Wu, C. L., Kuo, Y. M., Yu, L., Huang, A. M., Wu, F. S., Chuang, J. I., & Jen, C. J. (2009). Differential effects of treadmill running and wheel running on spatial or aversive learning and memory: roles of amygdalar brain-derived neurotrophic factor and synaptotagmin I. Journal of Physiology, 587(13), 3221-3231. https://doi.org/10.1113/jphysiol.2009.173088",Mouse,BALB/c,Male,100,90.0,10,10,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe test,Time in target quadrant,Percent,higher better,0,100,43.42,12.59,54.27,14.86,Reported,28,0,1,0,1,1,Some Concerns,False,2,False,False,False,Figure 1D,Reported in text/figure,,Control-1,Intervention-1,,Exercise Wheels,False,False,False,False,False,False,False,False,False,False,False,False,Locked,False,2,False,False,False,False,False,False,False,False,False,True,False,2,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,4,False,False,none,450.0,450.0,0.754549995980074,0.214233642410838,,,,,False,,,0,0,1,0,1,Liu2009_1_A,Liu2009_Control-1,Liu2009_Intervention-1,1.0,0.214233642410838
Liu2009,1,Liu2009_1,Liu2009_1_2_1,2,1,Liu,2009,Differential effects of treadmill running and wheel running on spatial or aversive learning and memory: roles of amygdalar brain-derived neurotrophic factor and synaptotagmin I,Journal of Physiology,10.1113/jphysiol.2009.173088,Taiwan,"Liu, Y. F., Chen, H. I., Wu, C. L., Kuo, Y. M., Yu, L., Huang, A. M., Wu, F. S., Chuang, J. I., & Jen, C. J. (2009). Differential effects of treadmill running and wheel running on spatial or aversive learning and memory: roles of amygdalar brain-derived neurotrophic factor and synaptotagmin I. Journal of Physiology, 587(13), 3221-3231. https://doi.org/10.1113/jphysiol.2009.173088",Mouse,BALB/c,Male,100,90.0,9,9,Passive Avoidance,Inhibitory Avoidance,Fear/Associative Learning,Retention latency,Retention latency,seconds,higher better,0,600,223.33,198.67,271.91,234.91,Reported,28,0,1,0,1,1,Some Concerns,False,2,False,False,False,Figure 2B,Reported in text/figure,,Control-1,Intervention-1,,Exercise Wheels,False,False,False,False,False,False,False,False,False,False,False,False,Locked,False,2,False,False,False,False,False,False,False,False,False,True,False,2,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,4,False,False,none,450.0,450.0,0.212675379966994,0.223478633812336,,,,,False,,,0,0,1,0,1,Liu2009_1_A,Liu2009_Control-1,Liu2009_Intervention-1,1.0,0.223478633812336
Lyst2012,1,Lyst2012_1,Lyst2012_1_1_1,1,1,Lyst,2012,Effects of Increased Spatial Complexity on Behavioural Development and Task Performance in Lister Hooded Rats,PLoS ONE,10.1371/journal.pone.0047640,United Kingdom,"Lyst, S. J., Davis, K., Gigg, J., & Hager, R. (2012). Effects of Increased Spatial Complexity on Behavioural Development and Task Performance in Lister Hooded Rats. PLoS ONE, 7(10), e47640. https://doi.org/10.1371/journal.pone.0047640",Rat,Lister Hooded,Both,50,63.0,12,12,T-Maze,Radial Arm Maze,Learning & Memory (Spatial),Proportion of correct trials,Proportion,Proportion,higher better,0,1,0.75,0.17,0.75,0.17,Reported,84,0,2,3,5,0,Some Concerns,False,2,False,False,False,Figure 7,Extracted from figure,,Control-1,Intervention-1,Gnawing Materials; Nesting Material; Shelters,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space,False,True,False,True,False,False,False,True,True,False,False,False,NR,False,3,False,True,True,False,False,True,True,True,False,False,False,3,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,1590.75,1862.0,0.0,0.166666666666667,,,,,False,,,0,0,0,0,1,Lyst2012_1_A,Lyst2012_Control-1,Lyst2012_Intervention-1,1.0,0.166666666666667
Lyst2012,1,Lyst2012_1,Lyst2012_1_2_1,2,1,Lyst,2012,Effects of Increased Spatial Complexity on Behavioural Development and Task Performance in Lister Hooded Rats,PLoS ONE,10.1371/journal.pone.0047640,United Kingdom,"Lyst, S. J., Davis, K., Gigg, J., & Hager, R. (2012). Effects of Increased Spatial Complexity on Behavioural Development and Task Performance in Lister Hooded Rats. PLoS ONE, 7(10), e47640. https://doi.org/10.1371/journal.pone.0047640",Rat,Lister Hooded,Female,0,63.0,9,9,Novel Object Recognition,Novel Object Location,Learning & Memory (Recognition),Displacement index (D2),Index,Ratio,higher better,-1,1,0.4,0.15,0.6,0.15,Reported,84,0,2,3,5,0,Some Concerns,False,2,False,False,False,Figure 8,Extracted from figure,,Control-1,Intervention-1,Gnawing Materials; Nesting Material; Shelters,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space,False,True,False,True,False,False,False,True,True,False,False,False,NR,False,3,False,True,True,False,False,True,True,True,False,False,False,3,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,1590.75,1862.0,1.26984126984127,0.267013801405336,,,,,False,,,0,0,0,0,1,Lyst2012_1_A,Lyst2012_Control-1,Lyst2012_Intervention-1,1.0,0.267013801405336
Madronal2010,1,Madronal2010_1,Madronal2010_1_1_1,1,1,Madronal,2010,"Effects of Enriched Physical and Social Environments on Motor Performance, Associative Learning, and Hippocampal Neurogenesis in Mice",PLoS ONE,10.1371/journal.pone.0011130,Spain,"Madroñal, N., López-Aracil, C., Rangel, A., del Río, J. A., Delgado-García, J. M., & Gruart, A. (2010). Effects of Enriched Physical and Social Environments on Motor Performance, Associative Learning, and Hippocampal Neurogenesis in Mice. PLoS ONE, 5(6), e11130. https://doi.org/10.1371/journal.pone.0011130",Mouse,C57BL/6,Male,100,97.5,10,10,Instrumental Conditioning,Instrumental Conditioning,Executive Function/Attention,Performance index,Performance index,Score,higher better,0,100,34.93,20.21,60.5,25.27,Reported,30,0,3,0,3,0,Some Concerns,False,2,False,False,False,Figure 4C,Extracted from figure,,Control-1,Intervention-1,,Environmental Complexity; Nesting Material; Exercise Wheels,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,True,False,False,False,True,False,3,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,500.0,,1.07033425111846,0.228640385227933,,,,,False,,,0,0,0,0,1,Madronal2010_1_A,Madronal2010_Control-1,Madronal2010_Intervention-1,1.0,0.228640385227933
Melani2017,1,Melani2017_1,Melani2017_1_1_1,1,1,Melani,2017,Enriched environment effects on remote object recognition memory,Neuroscience,10.1016/j.neuroscience.2017.04.006,Italy,"Melani, R., Chelini, G., Cenni, M. C., & Berardi, N. (2017). Enriched environment effects on remote object recognition memory. Neuroscience, 352, 296-305. https://doi.org/10.1016/j.neuroscience.2017.04.006",Mouse,C57BL/6,Both,45.83,60.0,11,13,"Object Recognition in Y-Maze (ISI = 1 day, 3-minute learning)",Novel Object Recognition,Learning & Memory (Recognition),Discrimination Index,Discrimination Index,Ratio,higher better,-1,1,0.03,0.13,0.05,0.11,Reported,40,0,5,0,5,0,Some Concerns,False,2,False,False,False,Figure 2B,Reported in text/figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,True,True,False,True,True,6,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,468.0,2728.0,0.161583971838818,0.168376113247901,,,,,False,,,0,0,0,0,1,Melani2017_1_A,Melani2017_Control-1,Melani2017_Intervention-1,1.0,0.168376113247901
Melani2017,1,Melani2017_1,Melani2017_1_2_3,2,3,Melani,2017,Enriched environment effects on remote object recognition memory,Neuroscience,10.1016/j.neuroscience.2017.04.006,Italy,"Melani, R., Chelini, G., Cenni, M. C., & Berardi, N. (2017). Enriched environment effects on remote object recognition memory. Neuroscience, 352, 296-305. https://doi.org/10.1016/j.neuroscience.2017.04.006",Mouse,C57BL/6,Both,45.45,60.0,11,11,"Object Recognition in Y-Maze (ISI = 8 days, no retraining)",Novel Object Recognition,Learning & Memory (Recognition),Discrimination Index,Discrimination Index,Ratio,higher better,-1,1,0.12,0.17,0.24,0.1,Reported,40,0,5,0,5,0,Some Concerns,False,2,False,False,False,Figure 3B,Reported in text/figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,True,True,False,True,True,6,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,468.0,2728.0,0.827766686476522,0.197390856528189,,,,,False,,,0,0,0,0,1,Melani2017_1_A,Melani2017_Control-1,Melani2017_Intervention-1,1.0,0.197390856528189
Melani2017,1,Melani2017_1,Melani2017_1_3_2,3,2,Melani,2017,Enriched environment effects on remote object recognition memory,Neuroscience,10.1016/j.neuroscience.2017.04.006,Italy,"Melani, R., Chelini, G., Cenni, M. C., & Berardi, N. (2017). Enriched environment effects on remote object recognition memory. Neuroscience, 352, 296-305. https://doi.org/10.1016/j.neuroscience.2017.04.006",Mouse,C57BL/6,Both,50,60.0,12,10,"Object Recognition in Y-Maze (ISI = 8 days, with retraining)",Novel Object Recognition,Learning & Memory (Recognition),Discrimination Index,Discrimination Index,Ratio,higher better,-1,1,0.31,0.14,0.21,0.13,Reported,40,0,5,0,5,0,Some Concerns,False,2,False,False,False,Figure 4B,Reported in text/figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,True,True,False,True,True,6,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,468.0,2728.0,-0.709503731498597,0.19477414117448,,,,,False,,,0,0,0,0,1,Melani2017_1_A,Melani2017_Control-1,Melani2017_Intervention-1,1.0,0.19477414117448
Meshi2006,1,Meshi2006_1,Meshi2006_1_1_1,1,1,Meshi,2006,Hippocampal neurogenesis is not required for behavioral effects of environmental enrichment,Nature Neuroscience,10.1038/nn1696,United States,"Meshi, D., Drew, M. R., Saxe, M., Ansorge, M. S., David, D., Santarelli, L., Malapani, C., Moore, H., & Hen, R. (2006). Hippocampal neurogenesis is not required for behavioral effects of environmental enrichment. Nature Neuroscience, 9(6), 729-731. https://doi.org/10.1038/nn1696",Mouse,129Sv/Ev,Female,0,154.98,16,16,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Distance traveled (averaged over all hidden trials),Distance traveled to platform,cm,lower better,0,1200,703.0,447.18,465.31,503.58,Reported,42,0,6,0,6,1,Some Concerns,False,2,False,False,False,Figure 3c,Reported in text/figure,,Control-1,Intervention-1,,Gnawing Materials; Environmental Complexity; Shelters; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,4,False,True,True,False,False,False,True,True,False,True,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,554.8,2579.22,0.486539648906407,0.128698762968093,,,,,False,,,0,0,1,1,1,Meshi2006_1_A,Meshi2006_Control-1,Meshi2006_Intervention-1,1.0,0.128698762968093
Meshi2006,1,Meshi2006_1,Meshi2006_1_1_2,1,2,Meshi,2006,Hippocampal neurogenesis is not required for behavioral effects of environmental enrichment,Nature Neuroscience,10.1038/nn1696,United States,"Meshi, D., Drew, M. R., Saxe, M., Ansorge, M. S., David, D., Santarelli, L., Malapani, C., Moore, H., & Hen, R. (2006). Hippocampal neurogenesis is not required for behavioral effects of environmental enrichment. Nature Neuroscience, 9(6), 729-731. https://doi.org/10.1038/nn1696",Mouse,129Sv/Ev,Female,0,154.98,16,16,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Proportion of time in target quadrant,Proportion of time spent in target quadrant,proportion,higher better,0,1,0.46,0.12,0.51,0.12,Reported,42,0,5,0,5,1,Some Concerns,False,2,False,False,False,Figure 3e,Reported in text/figure,,Control-1,Intervention-1,,Gnawing Materials; Environmental Complexity; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,4,False,True,True,False,False,False,False,True,False,True,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,554.8,2579.22,0.406162464985994,0.12757762418693,,,,,False,,,0,0,1,1,1,Meshi2006_1_A,Meshi2006_Control-1,Meshi2006_Intervention-1,1.0,0.12757762418693
