"Comparison_ID","Data_Type","Article_ID","Last_Name","Year","Test_ID","Outcome_ID","Test_Name","Cognitive_Domain","Component_vs_Calculation","Outcome_Name","Participant_Age_Mean","Participant_Age_Reported_Variance","Participant_Age_Reported_Variance_Type","Participant_Age_Min","Participant_Age_Max","Participant_Sex","Sex_Distribution","Title","Journal","Citation","DOI","Publication_Type","Country_Of_Study","Total_Comparisons","Pre_Registration_Status","Open_Data","Recruitment_Method","Direction","Variable_Name","Variable_Value","Variable_Unit","Variable_Range_Min","Variable_Range_Max","Variable_Transformation","Transfer_Distance_Classification","Data_Source","Data_Extraction_Method","Control_Group_Type","Control_Group_Description","Shared_Control_Group","Shared_Intervention_Group","Control_Group_ID","Intervention_Group_ID","Multi_Arm_Study","Number_of_Arms","Morris_Method_Required","Change_Score_Reported_Flag","Intervention_Type","Intervention_Description","Session_Frequency_Value_Per_Week","Session_Count","Adaptive_Difficulty","Intervention_to_Test_Interval_Days","Intervention_Type_Cognitive_Activity","Cognitive_Activity_Description","Intervention_Type_Physical_Activity","Physical_Activity_Description","Activity_Presentation","Multimodal_Intervention_Status","Exercise_Type","Exercise_Intensity_Reported","Exercise_Intensity_Value","Exercise_Intensity_Category","Control_N","Intervention_N","Total_N","Attrition_N","Attrition_Rate","ITT_Analysis","Per_Protocol_Analysis","CHANGE_SCORE_Control_Group_Mean","CHANGE_SCORE_Control_Group_Variance_Value","CHANGE_SCORE_Control_Group_Variance_Type","CHANGE_SCORE_Intervention_Group_Mean","CHANGE_SCORE_Intervention_Group_Variance_Value","CHANGE_SCORE_Intervention_Group_Variance_Type","PRE_TEST_Control_Group_Mean","PRE_TEST_Control_Group_Variance_Value","PRE_TEST_Control_Group_Variance_Type","POST_TEST_Control_Group_Mean","POST_TEST_Control_Group_Variance_Value","POST_TEST_Control_Group_Variance_Type","PRE_TEST_Intervention_Group_Mean","PRE_TEST_Intervention_Group_Variance_Value","PRE_TEST_Intervention_Group_Variance_Type","POST_TEST_Intervention_Group_Mean","POST_TEST_Intervention_Group_Variance_Value","POST_TEST_Intervention_Group_Variance_Type","RoB2_01_Randomization_Process","RoB2_02_Deviations_From_Intended_Interventions","RoB2_03_Missing_Outcome_Data","RoB2_04_Measurement_Of_Outcome","RoB2_05_Selection_Of_Reported_Result","Overall_Risk_Of_Bias","High_RoB_Flag","RoB2_Notes","sensitivity_intervention_characteristics","sensitivity_age_violation","any_sensitivity_flag","Article_ID_From_File","Between_Or_Within_Design","Comparison_Column_Index","Control_Group_ID_Standardized","Control_Original_Variance_Type","Control_POST_Original_Variance_Type","Control_PRE_Original_Variance_Type","Import_Batch","Intervention_Adherence","Intervention_Duration","Intervention_Duration_Days","Intervention_Duration_Legacy","Intervention_Duration_Unit","Intervention_Duration_Unit_Legacy","Intervention_Original_Variance_Type","Intervention_POST_Original_Variance_Type","Intervention_PRE_Original_Variance_Type","Intervention_to_Test_Interval_Units","Intervention_to_Test_Interval_Units_Legacy","Intervention_to_Test_Interval_Value","Intervention_to_Test_Interval_Value_Legacy","Multimodal_Intervention_Description","Notes_From_File","Original_File","Other_Sensitivity_Notes","Session_Duration_Units","Session_Duration_Value","Supervised_vs_Unsupervised","Total_Hours","Variance_Conversion_Notes","Study_ID","Study_ID_Unique","Intervention_Group_ID_Standardized","Hedges_g","sampling_variance","vi_adjusted","Variance_Inflation_Factor","Exercise_Intensity_Collapsed","Morris_Method_Required_Bool","Hedges_g_corrected","sampling_variance_corrected","calculation_method","Test_Name_Standardized","sensitivity_statistical_issues","sensitivity_data_extraction","Arm_Number","Study_Arm_ID","VIF_multiarm","vi_adjusted_multiarm"
"Phansikar2022_1_1_2","Pre-Post","Phansikar2022","Phansikar",2022,1,2,"Digit Span Task (Backward)","Working Memory","Original","Accuracy",41,"10.6","SD","18","64","Both","18.6","Feasibility and impact of a remote moderate-intensity yoga intervention on stress and executive functioning in working adults: a randomized controlled trial","Journal of Behavioral Medicine","Phansikar, M., Gothe, N., Hernandez, R., Lara-Cinisomo, S., & Mullen, S. P. (2022). Feasibility and impact of a remote moderate-intensity yoga intervention on stress and executive functioning in working adults: a randomized controlled trial. Journal of Behavioral Medicine. https://doi.org/10.1007/s10865-022-00385-4","10.1007/s10865-022-00385-4","Journal Article","United States",5,"True","False","","higher better","Number of correct sequences","Accuracy score","items","0","16","","Far","Primary data collection","Direct measurement","Passive","Waitlist control group asked to carry on with their lives as usual, and refrain from starting any new physical activity practice","False","False","Control-1","Intervention-1","False",2,"True","False","Physical","Moderate-intensity yoga intervention consisting of sun salutation sequences from Hatha yoga and sun salutations A and B often performed in Ashtanga and Vinyasa yoga, followed by breathing exercises and guided relaxation",3,24,"False",0,"True","Yoga practice requiring participants to remember sequences of postures that changed every week and to remember various dynamic modifications and additions to each posture in the sequence","True","Moderate-intensity yoga involving sun salutation sequences, with poses and movements done for 35-40 min, followed by 5-7 min of breathing and 5 min of guided relaxation","Remote delivery via synchronous live sessions and asynchronous self-guided videos","True","Mixed","Moderate intensity yoga with heart rate 117-127 bpm","117-127 bpm","Moderate",43,43,86,3,3.5,"True","False",NA,NA,"",NA,NA,"","6.32","2.15","SD","6.11","2.7","SD","6.41","2.18","SD","7.3","3.05","SD","Low Risk","Some Concerns","Low Risk","Some Concerns","Low Risk","Some Concerns","False","Randomization was properly conducted using block-order stratification through Microsoft Excel with 1:1 allocation ratio and block size of 10, stratified by age and sex. Some concerns about deviations from intended interventions due to lower adherence to self-guided sessions (63.5%) compared to supervised sessions (97.15%). Low risk for missing outcome data as ITT analysis was used with multiple imputation for the 3 participants who did not complete post-testing. Some concerns about measurement of outcome as cognitive assessments were conducted remotely without standardized testing conditions. Low risk for selection of reported results as the study was pre-registered on ClinicalTrials.gov (NCT04740229).",0,0,0,"Phansikar2022","between-groups",2,"Phansikar2022_Control-1","","SD","SD","original","0.75",8,56,8,"weeks","weeks","","SD","SD","days","days","0","0","Combined physical yoga practice with breathing exercises and guided relaxation","","Phansikar2022_processed.xlsm","","minutes",50,"TRUE",20,"",1,"Phansikar2022_1","Phansikar2022_Intervention-1",0.50352105753173,0.0471300632339295,0.0471300632339295,1,"Light_Moderate",TRUE,0.50352105753173,0.0471300632339295,"Morris dppc2","Digit Span Task (Backward)",0,0,1,"Phansikar2022_1_A",1,0.0471300632339295
"Phansikar2022_1_2_1","Pre-Post","Phansikar2022","Phansikar",2022,2,1,"Digit Symbol Substitution Test (DSST)","Processing Speed","Original","Accuracy",41,"10.6","SD","18","64","Both","18.6","Feasibility and impact of a remote moderate-intensity yoga intervention on stress and executive functioning in working adults: a randomized controlled trial","Journal of Behavioral Medicine","Phansikar, M., Gothe, N., Hernandez, R., Lara-Cinisomo, S., & Mullen, S. P. (2022). Feasibility and impact of a remote moderate-intensity yoga intervention on stress and executive functioning in working adults: a randomized controlled trial. Journal of Behavioral Medicine. https://doi.org/10.1007/s10865-022-00385-4","10.1007/s10865-022-00385-4","Journal Article","United States",5,"True","False","","higher better","Number of correct responses","Accuracy score","items","0","133","","Far","Primary data collection","Direct measurement","Passive","Waitlist control group asked to carry on with their lives as usual, and refrain from starting any new physical activity practice","False","False","Control-1","Intervention-1","False",2,"True","False","Physical","Moderate-intensity yoga intervention consisting of sun salutation sequences from Hatha yoga and sun salutations A and B often performed in Ashtanga and Vinyasa yoga, followed by breathing exercises and guided relaxation",3,24,"False",0,"True","Yoga practice requiring participants to remember sequences of postures that changed every week and to remember various dynamic modifications and additions to each posture in the sequence","True","Moderate-intensity yoga involving sun salutation sequences, with poses and movements done for 35-40 min, followed by 5-7 min of breathing and 5 min of guided relaxation","Remote delivery via synchronous live sessions and asynchronous self-guided videos","True","Mixed","Moderate intensity yoga with heart rate 117-127 bpm","117-127 bpm","Moderate",43,43,86,3,3.5,"True","False",NA,NA,"",NA,NA,"","87.27","18.07","SD","95.22","19.78","SD","87.37","16.68","SD","96.36","19.86","SD","Low Risk","Some Concerns","Low Risk","Some Concerns","Low Risk","Some Concerns","False","Randomization was properly conducted using block-order stratification through Microsoft Excel with 1:1 allocation ratio and block size of 10, stratified by age and sex. Some concerns about deviations from intended interventions due to lower adherence to self-guided sessions (63.5%) compared to supervised sessions (97.15%). Low risk for missing outcome data as ITT analysis was used with multiple imputation for the 3 participants who did not complete post-testing. Some concerns about measurement of outcome as cognitive assessments were conducted remotely without standardized testing conditions. Low risk for selection of reported results as the study was pre-registered on ClinicalTrials.gov (NCT04740229).",0,0,0,"Phansikar2022","between-groups",3,"Phansikar2022_Control-1","","SD","SD","original","0.75",8,56,8,"weeks","weeks","","SD","SD","days","days","0","0","Combined physical yoga practice with breathing exercises and guided relaxation","","Phansikar2022_processed.xlsm","","minutes",50,"TRUE",20,"",1,"Phansikar2022_1","Phansikar2022_Intervention-1",0.0592726909958049,0.0457023755576781,0.0457023755576781,1,"Light_Moderate",TRUE,0.0592726909958049,0.0457023755576781,"Morris dppc2","Digit Symbol Substitution Test (DSST)",0,0,1,"Phansikar2022_1_A",1,0.0457023755576781
"Phansikar2022_1_3_1","Pre-Post","Phansikar2022","Phansikar",2022,3,1,"Stroop Task","Executive Function/Attention","Original","Reaction Time Cost",41,"10.6","SD","18","64","Both","18.6","Feasibility and impact of a remote moderate-intensity yoga intervention on stress and executive functioning in working adults: a randomized controlled trial","Journal of Behavioral Medicine","Phansikar, M., Gothe, N., Hernandez, R., Lara-Cinisomo, S., & Mullen, S. P. (2022). Feasibility and impact of a remote moderate-intensity yoga intervention on stress and executive functioning in working adults: a randomized controlled trial. Journal of Behavioral Medicine. https://doi.org/10.1007/s10865-022-00385-4","10.1007/s10865-022-00385-4","Journal Article","United States",5,"True","False","","lower better","Reaction time difference between incongruent and congruent trials","Reaction time cost","ms","0","NR","","Far","Primary data collection","Direct measurement","Passive","Waitlist control group asked to carry on with their lives as usual, and refrain from starting any new physical activity practice","False","False","Control-1","Intervention-1","False",2,"True","False","Physical","Moderate-intensity yoga intervention consisting of sun salutation sequences from Hatha yoga and sun salutations A and B often performed in Ashtanga and Vinyasa yoga, followed by breathing exercises and guided relaxation",3,24,"False",0,"True","Yoga practice requiring participants to remember sequences of postures that changed every week and to remember various dynamic modifications and additions to each posture in the sequence","True","Moderate-intensity yoga involving sun salutation sequences, with poses and movements done for 35-40 min, followed by 5-7 min of breathing and 5 min of guided relaxation","Remote delivery via synchronous live sessions and asynchronous self-guided videos","True","Mixed","Moderate intensity yoga with heart rate 117-127 bpm","117-127 bpm","Moderate",43,43,86,3,3.5,"True","False",NA,NA,"",NA,NA,"","15.33","6.95","SD","14.64","8.65","SD","16.7","8.41","SD","14.54","8.83","SD","Low Risk","Some Concerns","Low Risk","Some Concerns","Low Risk","Some Concerns","False","Randomization was properly conducted using block-order stratification through Microsoft Excel with 1:1 allocation ratio and block size of 10, stratified by age and sex. Some concerns about deviations from intended interventions due to lower adherence to self-guided sessions (63.5%) compared to supervised sessions (97.15%). Low risk for missing outcome data as ITT analysis was used with multiple imputation for the 3 participants who did not complete post-testing. Some concerns about measurement of outcome as cognitive assessments were conducted remotely without standardized testing conditions. Low risk for selection of reported results as the study was pre-registered on ClinicalTrials.gov (NCT04740229).",0,0,0,"Phansikar2022","between-groups",4,"Phansikar2022_Control-1","","SD","SD","original","0.75",8,56,8,"weeks","weeks","","SD","SD","days","days","0","0","Combined physical yoga practice with breathing exercises and guided relaxation","","Phansikar2022_processed.xlsm","","minutes",50,"TRUE",20,"",1,"Phansikar2022_1","Phansikar2022_Intervention-1",0.188841002744863,0.0458859480653998,0.0458859480653998,1,"Light_Moderate",TRUE,0.188841002744863,0.0458859480653998,"Morris dppc2","Stroop Task",0,0,1,"Phansikar2022_1_A",1,0.0458859480653998
"Phansikar2022_1_4_1","Pre-Post","Phansikar2022","Phansikar",2022,4,1,"Task Switching Paradigm","Executive Function/Attention","Original","Reaction Time Cost",41,"10.6","SD","18","64","Both","18.6","Feasibility and impact of a remote moderate-intensity yoga intervention on stress and executive functioning in working adults: a randomized controlled trial","Journal of Behavioral Medicine","Phansikar, M., Gothe, N., Hernandez, R., Lara-Cinisomo, S., & Mullen, S. P. (2022). Feasibility and impact of a remote moderate-intensity yoga intervention on stress and executive functioning in working adults: a randomized controlled trial. Journal of Behavioral Medicine. https://doi.org/10.1007/s10865-022-00385-4","10.1007/s10865-022-00385-4","Journal Article","United States",5,"True","False","","lower better","Reaction time difference between switch and repeat trials","Reaction time cost","ms","0","NR","none","Far","Primary data collection","Direct measurement","Passive","Waitlist control group asked to carry on with their lives as usual, and refrain from starting any new physical activity practice","False","False","Control-1","Intervention-1","False",2,"True","False","Physical","Moderate-intensity yoga intervention consisting of sun salutation sequences from Hatha yoga and sun salutations A and B often performed in Ashtanga and Vinyasa yoga, followed by breathing exercises and guided relaxation",3,24,"False",0,"True","Yoga practice requiring participants to remember sequences of postures that changed every week and to remember various dynamic modifications and additions to each posture in the sequence","True","Moderate-intensity yoga involving sun salutation sequences, with poses and movements done for 35-40 min, followed by 5-7 min of breathing and 5 min of guided relaxation","Remote delivery via synchronous live sessions and asynchronous self-guided videos","True","Mixed","Moderate intensity yoga with heart rate 117-127 bpm","117-127 bpm","Moderate",43,43,86,3,3.5,"True","False",NA,NA,"",NA,NA,"","76.96","86.06","SD","70.31","83.16","SD","99.86","99.96","SD","88.23","115.25","SD","Low Risk","Some Concerns","Low Risk","Some Concerns","Low Risk","Some Concerns","False","Randomization was properly conducted using block-order stratification through Microsoft Excel with 1:1 allocation ratio and block size of 10, stratified by age and sex. Some concerns about deviations from intended interventions due to lower adherence to self-guided sessions (63.5%) compared to supervised sessions (97.15%). Low risk for missing outcome data as ITT analysis was used with multiple imputation for the 3 participants who did not complete post-testing. Some concerns about measurement of outcome as cognitive assessments were conducted remotely without standardized testing conditions. Low risk for selection of reported results as the study was pre-registered on ClinicalTrials.gov (NCT04740229).",0,0,0,"Phansikar2022","between-groups",5,"Phansikar2022_Control-1","","SD","SD","original","0.75",8,56,8,"weeks","weeks","","SD","SD","days","days","0","0","Combined physical yoga practice with breathing exercises and guided relaxation","","Phansikar2022_processed.xlsm","","minutes",50,"TRUE",20,"",1,"Phansikar2022_1","Phansikar2022_Intervention-1",0.0529156207493039,0.0456983030423317,0.0456983030423317,1,"Light_Moderate",TRUE,0.0529156207493039,0.0456983030423317,"Morris dppc2","Task Switching Task",0,0,1,"Phansikar2022_1_A",1,0.0456983030423317
"Pierce1993_1_1_1","Pre-Post","Pierce1993","Pierce",1993,1,1,"WAIS-R (Digit Symbol)","Processing Speed","Original","Digit Symbol score",45.3,"7.9","SD","29","59","Both","61.7","Effects of Aerobic Exercise on Cognitive and Psychosocial Functioning in Patients With Mild Hypertension","Health Psychology","Pierce, T. W., Madden, D. J., Siegel, W. C., & Blumenthal, J. A. (1993). Effects of aerobic exercise on cognitive and psychosocial functioning in patients with mild hypertension. Health Psychology, 12(4), 286-291. https://doi.org/10.1037/0278-6133.12.4.286","10.1037/0278-6133.12.4.286","Journal Article","United States",22,"False","False","Clinical recruitment","higher better","Number of correct symbols","Number of symbols","Symbols","0","93","none","Far","Table 2","Reported in paper","Passive","Waiting list control group asked to make no change in exercise behavior during the 16 weeks","True","False","Control-1","Intervention-1","True",3,"True","False","Physical","Aerobic exercise consisting of walking, jogging, or both at an intensity of at least 70% of subjects' initial VO2max",3,48,"True",0,"False","","True","Walking and jogging at an intensity of at least 70% of subjects' initial VO2max","In-person supervised sessions","False","Aerobic","70% VO2max","70","Vigorous",22,39,61,9,9.1,"False","True",NA,NA,"",NA,NA,"","58.05","10.75","SD","60.59","10.1","SD","60.67","9.27","SD","62.95","8.94","SD","Some Concerns","Low Risk","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization mentioned but method not specified; Intervention adherence was monitored and reported (84% attendance); Low attrition rate (9.1%) with complete data for 90 of 99 participants; No information about blinding of outcome assessors; No pre-registered protocol but all expected cognitive outcomes reported",0,0,0,"Pierce1993","between-groups",1,"Pierce1993_Control-1","","SD","SD","original","84",16,112,16,"weeks","weeks","","SD","SD","days","days","0","0","Not applicable","","Pierce1993_processed.xlsm","","minutes",50,"TRUE",40,"",1,"Pierce1993_1","Pierce1993_Intervention-1",-0.0261322623193582,0.0692974069451717,0.103946110417757,1.5,"Vigorous_High",TRUE,-0.0261322623193582,0.0692974069451717,"Morris dppc2","Wechsler Adult Intelligence Scale - Digit Symbol",0,0,1,"Pierce1993_1_A",1.90909090909091,0.132295049622601
"Pierce1993_1_2_1","Pre-Post","Pierce1993","Pierce",1993,2,1,"Stroop Task","Executive Function/Attention","Original","Interference score",45.3,"7.9","SD","29","59","Both","61.7","Effects of Aerobic Exercise on Cognitive and Psychosocial Functioning in Patients With Mild Hypertension","Health Psychology","Pierce, T. W., Madden, D. J., Siegel, W. C., & Blumenthal, J. A. (1993). Effects of aerobic exercise on cognitive and psychosocial functioning in patients with mild hypertension. Health Psychology, 12(4), 286-291. https://doi.org/10.1037/0278-6133.12.4.286","10.1037/0278-6133.12.4.286","Journal Article","United States",22,"False","False","Clinical recruitment","lower better","Interference score","Interference score","Score","0","100","none","Far","Table 2","Reported in paper","Passive","Waiting list control group asked to make no change in exercise behavior during the 16 weeks","True","False","Control-1","Intervention-1","True",3,"True","False","Physical","Aerobic exercise consisting of walking, jogging, or both at an intensity of at least 70% of subjects' initial VO2max",3,48,"True",0,"False","","True","Walking and jogging at an intensity of at least 70% of subjects' initial VO2max","In-person supervised sessions","False","Aerobic","70% VO2max","70","Vigorous",22,39,61,9,9.1,"False","True",NA,NA,"",NA,NA,"","-1.16","6.26","SD","-0.33","8.55","SD","-0.94","5.9","SD","-1.04","7.26","SD","Some Concerns","Low Risk","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization mentioned but method not specified; Intervention adherence was monitored and reported (84% attendance); Low attrition rate (9.1%) with complete data for 90 of 99 participants; No information about blinding of outcome assessors; No pre-registered protocol but all expected cognitive outcomes reported",0,0,0,"Pierce1993","between-groups",2,"Pierce1993_Control-1","","SD","SD","original","84",16,112,16,"weeks","weeks","","SD","SD","days","days","0","0","Not applicable","","Pierce1993_processed.xlsm","","minutes",50,"TRUE",40,"",1,"Pierce1993_1","Pierce1993_Intervention-1",0.152244843768595,0.069477119303729,0.104215678955593,1.5,"Vigorous_High",TRUE,0.152244843768595,0.069477119303729,"Morris dppc2","Stroop Task",0,0,1,"Pierce1993_1_A",1.90909090909091,0.132638136852574
"Pierce1993_1_3_1","Pre-Post","Pierce1993","Pierce",1993,3,1,"WAIS-R (Digit Span Backward)","Working Memory","Original","Digit Span Backward score",45.3,"7.9","SD","29","59","Both","61.7","Effects of Aerobic Exercise on Cognitive and Psychosocial Functioning in Patients With Mild Hypertension","Health Psychology","Pierce, T. W., Madden, D. J., Siegel, W. C., & Blumenthal, J. A. (1993). Effects of aerobic exercise on cognitive and psychosocial functioning in patients with mild hypertension. Health Psychology, 12(4), 286-291. https://doi.org/10.1037/0278-6133.12.4.286","10.1037/0278-6133.12.4.286","Journal Article","United States",22,"False","False","Clinical recruitment","higher better","Number of digits recalled","Number of digits","Digits","0","14","none","Far","Table 2","Reported in paper","Passive","Waiting list control group asked to make no change in exercise behavior during the 16 weeks","True","False","Control-1","Intervention-1","True",3,"True","False","Physical","Aerobic exercise consisting of walking, jogging, or both at an intensity of at least 70% of subjects' initial VO2max",3,48,"True",0,"False","","True","Walking and jogging at an intensity of at least 70% of subjects' initial VO2max","In-person supervised sessions","False","Aerobic","70% VO2max","70","Vigorous",22,39,61,9,9.1,"False","True",NA,NA,"",NA,NA,"","7.41","2.21","SD","7.45","2.06","SD","7.51","2.34","SD","6.84","2.17","SD","Some Concerns","Low Risk","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization mentioned but method not specified; Intervention adherence was monitored and reported (84% attendance); Low attrition rate (9.1%) with complete data for 90 of 99 participants; No information about blinding of outcome assessors; No pre-registered protocol but all expected cognitive outcomes reported",0,0,0,"Pierce1993","between-groups",3,"Pierce1993_Control-1","","SD","SD","original","84",16,112,16,"weeks","weeks","","SD","SD","days","days","0","0","Not applicable","","Pierce1993_processed.xlsm","","minutes",50,"TRUE",40,"",1,"Pierce1993_1","Pierce1993_Intervention-1",-0.305475621684248,0.0700374272115478,0.105056140817322,1.5,"Vigorous_High",TRUE,-0.305475621684248,0.0700374272115478,"Morris dppc2","Digit Span Task (Backward)",0,0,1,"Pierce1993_1_A",1.90909090909091,0.133707815585682
"Pierce1993_1_4_1","Pre-Post","Pierce1993","Pierce",1993,4,1,"Trail Making Test (Part B)","Executive Function/Attention","Original","Completion time",45.3,"7.9","SD","29","59","Both","61.7","Effects of Aerobic Exercise on Cognitive and Psychosocial Functioning in Patients With Mild Hypertension","Health Psychology","Pierce, T. W., Madden, D. J., Siegel, W. C., & Blumenthal, J. A. (1993). Effects of aerobic exercise on cognitive and psychosocial functioning in patients with mild hypertension. Health Psychology, 12(4), 286-291. https://doi.org/10.1037/0278-6133.12.4.286","10.1037/0278-6133.12.4.286","Journal Article","United States",22,"False","False","Clinical recruitment","lower better","Time to completion","Seconds","Seconds","0","300","none","Far","Table 2","Reported in paper","Passive","Waiting list control group asked to make no change in exercise behavior during the 16 weeks","True","False","Control-1","Intervention-1","True",3,"True","False","Physical","Aerobic exercise consisting of walking, jogging, or both at an intensity of at least 70% of subjects' initial VO2max",3,48,"True",0,"False","","True","Walking and jogging at an intensity of at least 70% of subjects' initial VO2max","In-person supervised sessions","False","Aerobic","70% VO2max","70","Vigorous",22,39,61,9,9.1,"False","True",NA,NA,"",NA,NA,"","74.81","25.64","SD","67.05","23.11","SD","70.56","25.28","SD","63.32","22.69","SD","Some Concerns","Low Risk","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization mentioned but method not specified; Intervention adherence was monitored and reported (84% attendance); Low attrition rate (9.1%) with complete data for 90 of 99 participants; No information about blinding of outcome assessors; No pre-registered protocol but all expected cognitive outcomes reported",0,0,0,"Pierce1993","between-groups",4,"Pierce1993_Control-1","","SD","SD","original","84",16,112,16,"weeks","weeks","","SD","SD","days","days","0","0","Not applicable","","Pierce1993_processed.xlsm","","minutes",50,"TRUE",40,"",1,"Pierce1993_1","Pierce1993_Intervention-1",-0.0202041542120266,0.0692952125291079,0.103942818793662,1.5,"Vigorous_High",TRUE,-0.0202041542120266,0.0692952125291079,"Morris dppc2","Trail Making Test (TMT) - Part B",0,0,1,"Pierce1993_1_A",1.90909090909091,0.132290860282842
"Pierce1993_1_5_1","Pre-Post","Pierce1993","Pierce",1993,5,1,"Sternberg Memory Search Task","Working Memory","Original","Slope",45.3,"7.9","SD","29","59","Both","61.7","Effects of Aerobic Exercise on Cognitive and Psychosocial Functioning in Patients With Mild Hypertension","Health Psychology","Pierce, T. W., Madden, D. J., Siegel, W. C., & Blumenthal, J. A. (1993). Effects of aerobic exercise on cognitive and psychosocial functioning in patients with mild hypertension. Health Psychology, 12(4), 286-291. https://doi.org/10.1037/0278-6133.12.4.286","10.1037/0278-6133.12.4.286","Journal Article","United States",22,"False","False","Clinical recruitment","lower better","Slope of RT by set size","Milliseconds per item","ms/item","0","150","none","Far","Table 2","Reported in paper","Passive","Waiting list control group asked to make no change in exercise behavior during the 16 weeks","True","False","Control-1","Intervention-1","True",3,"True","False","Physical","Aerobic exercise consisting of walking, jogging, or both at an intensity of at least 70% of subjects' initial VO2max",3,48,"True",0,"False","","True","Walking and jogging at an intensity of at least 70% of subjects' initial VO2max","In-person supervised sessions","False","Aerobic","70% VO2max","70","Vigorous",22,39,61,9,9.1,"False","True",NA,NA,"",NA,NA,"","56.53","22.64","SD","61.15","30.11","SD","55.36","27.09","SD","45.19","24.1","SD","Some Concerns","Low Risk","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization mentioned but method not specified; Intervention adherence was monitored and reported (84% attendance); Low attrition rate (9.1%) with complete data for 90 of 99 participants; No information about blinding of outcome assessors; No pre-registered protocol but all expected cognitive outcomes reported",0,0,0,"Pierce1993","between-groups",5,"Pierce1993_Control-1","","SD","SD","original","84",16,112,16,"weeks","weeks","","SD","SD","days","days","0","0","Not applicable","","Pierce1993_processed.xlsm","","minutes",50,"TRUE",40,"",1,"Pierce1993_1","Pierce1993_Intervention-1",0.570471850514522,0.0718918048080768,0.107837707212115,1.5,"Vigorous_High",TRUE,0.570471850514522,0.0718918048080768,"Morris dppc2","Sternberg Memory Search Task",0,0,1,"Pierce1993_1_A",1.90909090909091,0.137247990997238
"Pierce1993_1_5_2","Pre-Post","Pierce1993","Pierce",1993,5,2,"Sternberg Memory Search Task","Working Memory","Original","y-intercept",45.3,"7.9","SD","29","59","Both","61.7","Effects of Aerobic Exercise on Cognitive and Psychosocial Functioning in Patients With Mild Hypertension","Health Psychology","Pierce, T. W., Madden, D. J., Siegel, W. C., & Blumenthal, J. A. (1993). Effects of aerobic exercise on cognitive and psychosocial functioning in patients with mild hypertension. Health Psychology, 12(4), 286-291. https://doi.org/10.1037/0278-6133.12.4.286","10.1037/0278-6133.12.4.286","Journal Article","United States",22,"False","False","Clinical recruitment","lower better","Response time intercept","Milliseconds","ms","0","1000","none","Far","Table 2","Reported in paper","Passive","Waiting list control group asked to make no change in exercise behavior during the 16 weeks","True","False","Control-1","Intervention-1","True",3,"True","False","Physical","Aerobic exercise consisting of walking, jogging, or both at an intensity of at least 70% of subjects' initial VO2max",3,48,"True",0,"False","","True","Walking and jogging at an intensity of at least 70% of subjects' initial VO2max","In-person supervised sessions","False","Aerobic","70% VO2max","70","Vigorous",22,39,61,9,9.1,"False","True",NA,NA,"",NA,NA,"","581.55","133.36","SD","595.57","138.43","SD","549.12","142.99","SD","554.56","131.85","SD","Some Concerns","Low Risk","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization mentioned but method not specified; Intervention adherence was monitored and reported (84% attendance); Low attrition rate (9.1%) with complete data for 90 of 99 participants; No information about blinding of outcome assessors; No pre-registered protocol but all expected cognitive outcomes reported",0,0,0,"Pierce1993","between-groups",6,"Pierce1993_Control-1","","SD","SD","original","84",16,112,16,"weeks","weeks","","SD","SD","days","days","0","0","Not applicable","","Pierce1993_processed.xlsm","","minutes",50,"TRUE",40,"",1,"Pierce1993_1","Pierce1993_Intervention-1",0.0606599689353213,0.0693213472127797,0.10398202081917,1.5,"Vigorous_High",TRUE,0.0606599689353213,0.0693213472127797,"Morris dppc2","Sternberg Memory Search Task",0,0,1,"Pierce1993_1_A",1.90909090909091,0.132340753769852
